"","id","area","date","year","month","day","plot","survey_end","survey_length","observer","wind","cloud","rain","cipa_1","cipa_2","cipa_3","hele_1","hele_2","hele_3","liatris_1","liatris_2","liatris_3","puccoon_1","puccoon_2","puccoon_3","cipu_2","notes","num_obs","doy","hr.rise","sd.hour.rnd","HOURLYDRYBULBTEMPC","HOURLYWindSpeed","survey_effort","liatris1_num","liatris2_num","liatris3_num","obs_skill"
"110",806,"SDSF",2014-06-18,2014,6,18,54,"1623",30,"EPH","2 - Moderate wind with gusts","3 - > 90% cover","0 - No rain","9","0","5","x","x","x","","","","","","","","",2,168,11.3436668554942,2014-06-18 16:00:00,25.6,15,60,NA,NA,NA,1
"111",859,"SDSF",2014-08-26,2014,8,26,54,"1334",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","1","0","0","0","0","0","","","","","","","","",1,237,7.57413239743974,2014-08-26 13:00:00,22.2,7,30,NA,NA,NA,1
"112",794,"SDSF",2014-06-10,2014,6,10,55,"1556",30,"EPH","1 - Light Breeze","1 - 10 to 50% cover","0 - No rain","5","27","36","x","x","x","","","","","","","","",2,160,10.8200090105004,2014-06-10 15:00:00,24.4,7,60,NA,NA,NA,1
"113",793,"SDSF",2014-08-19,2014,8,19,55,"1433",30,"CES","1 - Light Breeze","1 - 10 to 50% cover","0 - No rain","0","0","1","5","0","0","","","","","","","","",1,230,8.69954828672939,2014-08-19 14:00:00,26.7,11,30,NA,NA,NA,1
"114",795,"SDSF",2014-06-10,2014,6,10,56,"1647",30,"EPH","0 - No Wind","1 - 10 to 50% cover","0 - No rain","7","4","0","x","x","x","","","","","","","","",2,160,11.8033423438337,2014-06-10 16:00:00,25,6,60,NA,NA,NA,1
"115",858,"SDSF",2014-08-26,2014,8,26,56,"1239",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","2","1","2","0","0","0","","","","","","","","",1,237,6.67413239743974,2014-08-26 12:00:00,21.1,5,30,NA,NA,NA,1
"116",833,"SDSF",2014-07-15,2014,7,15,57,"1220",30,"CES","1 - Light Breeze","1 - 10 to 50% cover","0 - No rain","0","1","1","x","x","x","","","","","","","","",1,195,7.15923119081391,2014-07-15 12:00:00,20,10,30,NA,NA,NA,1
"117",855,"SDSF",2014-08-25,2014,8,25,57,"1733",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,236,11.5610938276185,2014-08-25 17:00:00,23.3,11,30,NA,NA,NA,1
"118",800,"SDSF",2014-06-17,2014,6,17,58,"1959",60,"CES","0 - No Wind","3 - > 90% cover","0 - No rain","9","8","0","x","x","x","","","","","","","","",1,167,14.4784007166492,2014-06-17 19:00:00,26.1,3,60,NA,NA,NA,1
"119",860,"SDSF",2014-08-26,2014,8,26,58,"1455",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","3","2","0","0","0","","","","","","","","",1,237,8.85746573077308,2014-08-26 14:00:00,22.8,5,30,NA,NA,NA,1
"120",805,"SDSF",2014-06-18,2014,6,18,59,"1521",30,"EPH","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","x","x","x","","","","","","","","",2,168,10.3603335221608,2014-06-18 15:00:00,25.6,13,60,NA,NA,NA,1
"121",890,"SDSF",2014-09-25,2014,9,25,59,"1348",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,267,7.21466058492661,2014-09-25 13:00:00,26.1,9,30,NA,NA,NA,1
"124",837,"SDSF",2014-07-16,2014,7,16,60,"1318",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","1","x","x","x","","","","","","","","",1,196,8.09359166105588,2014-07-16 13:00:00,23.3,0,30,NA,NA,NA,1
"125",869,"SDSF",2014-09-09,2014,9,9,60,"1519",30,"CES","1 - Light Breeze","3 - > 90% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,251,9.05722272906038,2014-09-09 15:00:00,21,9,30,NA,NA,NA,1
"126",944,"SNWR",2015-06-08,2015,6,8,1,"1418",30,"CES","1 - Light Breeze","1 - 10 to 50% cover","0 - No rain","0","0","0","x","x","x","0 - None","0 - None","0 - None","?ыб 16 - Many","?ыб 16 - Many","?ыб 16 - Many","","",1,158,9.31044551253319,2015-06-08 14:00:00,25.6,13,30,0,0,0,1
"127",1001,"SNWR",2015-08-11,2015,8,11,1,"1152",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","0","0","0","0 - None","6 to 15 - Some","?ыб 16 - Many","0 - None","0 - None","0 - None","","",1,222,6.18274464865526,2015-08-11 11:00:00,24.4,8,30,0,10.5,20,1
"128",922,"SNWR",2015-06-01,2015,6,1,2,"1735",30,"EPH","2 - Moderate wind with gusts","1 - 10 to 50% cover","0 - No rain","0","0","0","x","x","x","0 - None","0 - None","0 - None","?ыб 16 - Many","6 to 15 - Some","1 to 5 - Few","","",1,151,12.5097597395711,2015-06-01 17:00:00,19.4,11,30,0,0,0,1
"129",1048,"SNWR",2015-08-17,2015,8,17,2,"1435",30,"Mre","1 - Light Breeze","3 - > 90% cover","0 - No rain","0","0","0","0","0","0","0 - None","0 - None","0 - None","0 - None","0 - None","0 - None","","",1,228,8.34499495665232,2015-08-17 14:00:00,21.7,8,30,0,0,0,1
"130",1053,"SNWR",2015-08-21,2015,8,21,2,"1500",30,"Mre","2 - Moderate wind with gusts","3 - > 90% cover","0 - No rain","0","0","0","0","0","0","0 - None","0 - None","0 - None","0 - None","0 - None","0 - None","","",1,232,9.11387101531029,2015-08-21 14:00:00,24.4,15,30,0,0,0,1
"131",994,"SNWR",2015-08-25,2015,8,25,2,"1300",30,"EPH","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","0","0","0","0 - None","1 to 5 - Few","1 to 5 - Few","0 - None","0 - None","0 - None","","",1,236,7.01600765294499,2015-08-25 12:00:00,20,17,30,0,3,3,1
"132",951,"SNWR",2015-06-10,2015,6,10,3,"1246",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","x","x","x","0 - None","0 - None","0 - None","?ыб 16 - Many","?ыб 16 - Many","?ыб 16 - Many","","",1,160,7.80239903628826,2015-06-10 12:00:00,24.4,8,30,0,0,0,1
"133",1003,"SNWR",2015-08-11,2015,8,11,3,"1344",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","0","0","0","?ыб 16 - Many","?ыб 16 - Many","?ыб 16 - Many","0 - None","0 - None","0 - None","","",1,222,8.04941131532192,2015-08-11 13:00:00,25.6,6,30,20,20,20,1
"134",943,"SNWR",2015-06-08,2015,6,8,4,"1328",30,"CES","1 - Light Breeze","1 - 10 to 50% cover","0 - No rain","4","0","0","x","x","x","0 - None","0 - None","0 - None","?ыб 16 - Many","?ыб 16 - Many","?ыб 16 - Many","","CIPA at wypt 148",1,158,8.47711217919985,2015-06-08 13:00:00,25.6,13,30,0,0,0,1
"135",1002,"SNWR",2015-08-11,2015,8,11,4,"1249",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","6","0","1","0","0","0","?ыб 16 - Many","6 to 15 - Some","?ыб 16 - Many","0 - None","0 - None","0 - None","","",1,222,7.11607798198859,2015-08-11 12:00:00,25.6,8,30,20,10.5,20,1
"136",1052,"SNWR",2015-08-21,2015,8,21,4,"1416",30,"Mre","2 - Moderate wind with gusts","3 - > 90% cover","0 - No rain","0","0","0","0","0","0","?ыб 16 - Many","?ыб 16 - Many","?ыб 16 - Many","0 - None","0 - None","0 - None","","",1,232,8.06387101531029,2015-08-21 13:00:00,23.9,14,30,20,20,20,1
"137",995,"SNWR",2015-08-25,2015,8,25,4,"1341",30,"EPH","1 - Light Breeze","0 - < 10% cover","0 - No rain","2","8","3","0","0","0","?ыб 16 - Many","?ыб 16 - Many","?ыб 16 - Many","0 - None","0 - None","0 - None","","",1,236,7.71600765294499,2015-08-25 13:00:00,21.1,14,30,20,20,20,1
"138",957,"SNWR",2015-06-15,2015,6,15,5,"1647",30,"CES","1 - Light Breeze","2 - 50 to 90% cover","0 - No rain","0","0","0","x","x","x","0 - None","0 - None","0 - None","0 - None","?ыб 16 - Many","?ыб 16 - Many","","",1,165,11.8291199924548,2015-06-15 16:00:00,22.8,11,30,0,0,0,1
"139",977,"SNWR",2015-08-12,2015,8,12,5,"1420",30,"eph","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","0","0","0","?ыб 16 - Many","?ыб 16 - Many","?ыб 16 - Many","0 - None","0 - None","0 - None","","Minutes 1-17 in unburned side, minutes 18-30 in burned side.",2,223,8.52931451737881,2015-08-12 14:00:00,28.3,11,60,20,20,20,1
"140",1077,"SNWR",2015-08-18,2015,8,18,5,"1038",30,"JB","1 - Light Breeze","3 - > 90% cover","0 - No rain","0","0","0","0","0","0","?ыб 16 - Many","?ыб 16 - Many","?ыб 16 - Many","0 - None","0 - None","0 - None","","",2,229,4.80806371311347,2015-08-18 10:00:00,16.1,9,60,20,20,20,0
"141",1088,"SNWR",2015-08-21,2015,8,21,5,"1540",30,"CJ","1 - Light Breeze","3 - > 90% cover","0 - No rain","0","0","0","1","0","1","?ыб 16 - Many","?ыб 16 - Many","?ыб 16 - Many","0 - None","0 - None","0 - None","","One HELE reported, ""same as picture""",2,232,9.79720434864362,2015-08-21 15:00:00,24.4,11,60,20,20,20,0
"142",1054,"SNWR",2015-08-21,2015,8,21,5,"1627",30,"Mre","2 - Moderate wind with gusts","3 - > 90% cover","0 - No rain","0","0","0","0","0","0","?ыб 16 - Many","?ыб 16 - Many","?ыб 16 - Many","0 - None","0 - None","0 - None","","",1,232,10.4972043486436,2015-08-21 16:00:00,25.6,10,30,20,20,20,1
"143",906,"SNWR",2015-05-20,2015,5,20,6,"1717",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","x","x","x","0 - None","0 - None","0 - None","?ыб 16 - Many","6 to 15 - Some","?ыб 16 - Many","","Part of site burned, part unburned",1,139,12.1356157534652,2015-05-20 17:00:00,16.1,6,30,0,0,0,1
"144",1078,"SNWR",2015-08-18,2015,8,18,6,"956",30,"JB","1 - Light Breeze","3 - > 90% cover","0 - No rain","0","0","0","0","0","0","?ыб 16 - Many","?ыб 16 - Many","1 to 5 - Few","0 - None","0 - None","0 - None","","",2,229,4.10806371311347,2015-08-18 09:00:00,15.6,9,60,20,20,3,0
"145",1057,"SNWR",2015-09-02,2015,9,2,6,"1302",30,"EPH","1 - Light Breeze","3 - > 90% cover","0 - No rain","0","0","0","0","1","0","1 to 5 - Few","?ыб 16 - Many","?ыб 16 - Many","0 - None","0 - None","0 - None","","HELE at 063!!",1,244,6.83714211410946,2015-09-02 12:00:00,24.4,8,30,3,20,20,1
"146",958,"SNWR",2015-06-15,2015,6,15,7,"1729",30,"CES","1 - Light Breeze","2 - 50 to 90% cover","0 - No rain","0","0","0","x","x","x","0 - None","0 - None","0 - None","?ыб 16 - Many","?ыб 16 - Many","?ыб 16 - Many","","",1,165,12.5457866591215,2015-06-15 17:00:00,23.3,10,30,0,0,0,1
"147",1011,"SNWR",2015-08-13,2015,8,13,7,"937",30,"CES","1 - Light Breeze","2 - 50 to 90% cover","0 - No rain","0","0","0","0","0","0","?ыб 16 - Many","0 - None","0 - None","0 - None","0 - None","0 - None","","",1,224,3.87584398057726,2015-08-13 09:00:00,25,10,30,20,0,0,1
"148",992,"SNWR",2015-08-21,2015,8,21,7,"1544",30,"EPH","1 - Light Breeze","3 - > 90% cover","0 - No rain","0","0","0","1","0","0","?ыб 16 - Many","6 to 15 - Some","1 to 5 - Few","0 - None","0 - None","0 - None","","HELE at 046",2,232,9.84720434864362,2015-08-21 15:00:00,24.4,11,60,20,10.5,3,1
"149",996,"SNWR",2015-08-25,2015,8,25,7,"1537",30,"EPH","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","0","0","0","1 to 5 - Few","?ыб 16 - Many","0 - None","0 - None","0 - None","0 - None","","",1,236,9.54934098627832,2015-08-25 15:00:00,22.8,13,30,3,20,0,1
"150",897,"SNWR",2015-05-13,2015,5,13,8,"1332",30,"CES","3 - Strong wind with gusts","0 - < 10% cover","0 - No rain","0","0","0","x","x","x","","","","","","","","",1,132,8.25678406205442,2015-05-13 13:00:00,15.6,15,30,NA,NA,NA,1
"151",1049,"SNWR",2015-08-17,2015,8,17,8,"1628",30,"Mre","1 - Light Breeze","3 - > 90% cover","1 - Drizzle to light rain","0","0","0","0","0","0","?ыб 16 - Many","?ыб 16 - Many","?ыб 16 - Many","0 - None","0 - None","0 - None","","Grazed. 30+ liatris during each time period.",1,228,10.4949949566523,2015-08-17 16:00:00,17.2,0,30,20,20,20,1
"152",911,"SNWR",2015-05-27,2015,5,27,9,"1038",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","x","x","x","0 - None","0 - None","0 - None","?ыб 16 - Many","0 - None","6 to 15 - Some","","Time gap is for snake work up",1,146,5.33788298361831,2015-05-27 10:00:00,22.2,6,30,0,0,0,1
"153",976,"SNWR",2015-07-02,2015,7,2,9,"1535",30,"EPH","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","0","0","0","0 - None","0 - None","0 - None","?ыб 16 - Many","?ыб 16 - Many","?ыб 16 - Many","","",1,182,10.4957989689377,2015-07-02 15:00:00,24.4,7,30,0,0,0,1
"154",1010,"SNWR",2015-08-12,2015,8,12,9,"1726",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","0","0","0","?ыб 16 - Many","?ыб 16 - Many","?ыб 16 - Many","0 - None","0 - None","0 - None","","Tons of Liatris aspera, burned, just started grazing, revisit 4-7 days",1,223,11.5459811840455,2015-08-12 17:00:00,28.3,14,30,20,20,20,1
"155",1029,"SNWR",2015-08-21,2015,8,21,9,"1259",30,"CES","1 - Light Breeze","3 - > 90% cover","0 - No rain","0","0","0","0","0","0","?ыб 16 - Many","?ыб 16 - Many","?ыб 16 - Many","0 - None","0 - None","0 - None","","",1,232,7.08053768197695,2015-08-21 12:00:00,22.8,13,30,20,20,20,1
"159",964,"SNWR",2015-06-18,2015,6,18,10,"1251",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","x","x","x","0 - None","0 - None","0 - None","?ыб 16 - Many","?ыб 16 - Many","?ыб 16 - Many","","",1,168,7.91065752241347,2015-06-18 12:00:00,21.7,7,30,0,0,0,1
"160",982,"SNWR",2015-08-20,2015,8,20,10,"1634",30,"EPH","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","0","0","0","","","","","","","","",1,231,10.7008319314321,2015-08-20 16:00:00,21.7,9,30,NA,NA,NA,1
"161",910,"SNWR",2015-05-27,2015,5,27,11,"935",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","x","x","x","0 - None","0 - None","0 - None","6 to 15 - Some","6 to 15 - Some","?ыб 16 - Many","","",1,146,4.53788298361831,2015-05-27 09:00:00,20,7,30,0,0,0,1
"162",972,"SNWR",2015-06-25,2015,6,25,11,"1241",30,"CES","1 - Light Breeze","1 - 10 to 50% cover","0 - No rain","0","0","0","x","x","x","0 - None","0 - None","0 - None","?ыб 16 - Many","?ыб 16 - Many","?ыб 16 - Many","","",1,175,7.68434660891692,2015-06-25 12:00:00,25,8,30,0,0,0,1
"163",1023,"SNWR",2015-08-17,2015,8,17,11,"1228",30,"CES","1 - Light Breeze","1 - 10 to 50% cover","0 - No rain","0","0","0","0","0","0","?ыб 16 - Many","?ыб 16 - Many","?ыб 16 - Many","0 - None","0 - None","0 - None","","",1,228,6.64499495665232,2015-08-17 12:00:00,21.7,6,30,20,20,20,1
"164",942,"SNWR",2015-06-08,2015,6,8,12,"1234",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","x","x","x","0 - None","0 - None","0 - None","?ыб 16 - Many","?ыб 16 - Many","?ыб 16 - Many","","Recently burned, hot fire top killed all shrubby oaks and even a few canopy trees, beach heather unburned but possibly dead from heat of fire",1,158,7.61044551253319,2015-06-08 12:00:00,24.4,8,30,0,0,0,1
"165",973,"SNWR",2015-06-25,2015,6,25,12,"1354",30,"CES","1 - Light Breeze","1 - 10 to 50% cover","0 - No rain","0","0","0","x","x","c","0 - None","0 - None","0 - None","?ыб 16 - Many","?ыб 16 - Many","?ыб 16 - Many","","1 of 2 clumps of beach heather showing signs of life after burn",1,175,8.93434660891692,2015-06-25 13:00:00,25.6,7,30,0,0,0,1
"166",1024,"SNWR",2015-08-17,2015,8,17,12,"1319",30,"CES","1 - Light Breeze","2 - 50 to 90% cover","0 - No rain","4","0","3","0","0","0","?ыб 16 - Many","?ыб 16 - Many","?ыб 16 - Many","0 - None","0 - None","0 - None","","Burned and grazed",1,228,7.51166162331899,2015-08-17 13:00:00,23.3,7,30,20,20,20,1
"167",1037,"SNWR",2015-08-25,2015,8,25,12,"1430",30,"CES","2 - Moderate wind with gusts","0 - < 10% cover","0 - No rain","0","3","11","0","0","0","?ыб 16 - Many","?ыб 16 - Many","1 to 5 - Few","0 - None","0 - None","0 - None","","",1,236,8.48267431961166,2015-08-25 14:00:00,21.7,11,30,20,20,3,1
"168",896,"SNWR",2015-05-13,2015,5,13,13,"1230",30,"CES","2 - Moderate wind with gusts","0 - < 10% cover","0 - No rain","0","0","0","x","x","x","","","","","","","","",1,132,7.22345072872109,2015-05-13 12:00:00,13.9,18,30,NA,NA,NA,1
"169",1000,"SNWR",2015-08-11,2015,8,11,13,"1100",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","0","0","0","?ыб 16 - Many","0 - None","6 to 15 - Some","0 - None","0 - None","0 - None","","",1,222,5.33274464865526,2015-08-11 11:00:00,24.4,8,30,20,0,10.5,1
"170",959,"SNWR",2015-06-15,2015,6,15,14,"1824",30,"CES","2 - Moderate wind with gusts","0 - < 10% cover","0 - No rain","0","0","0","x","x","x","0 - None","0 - None","0 - None","?ыб 16 - Many","?ыб 16 - Many","?ыб 16 - Many","","",1,165,13.4624533257882,2015-06-15 18:00:00,22.8,11,30,0,0,0,1
"171",1012,"SNWR",2015-08-13,2015,8,13,14,"1045",30,"CES","1 - Light Breeze","2 - 50 to 90% cover","0 - No rain","0","0","0","0","0","0","0 - None","1 to 5 - Few","0 - None","0 - None","0 - None","0 - None","","",1,224,5.02584398057726,2015-08-13 10:00:00,25,9,30,0,3,0,1
"172",1051,"SNWR",2015-08-21,2015,8,21,14,"1258",30,"Mre","2 - Moderate wind with gusts","3 - > 90% cover","0 - No rain","0","0","0","0","0","0","0 - None","0 - None","6 to 15 - Some","0 - None","0 - None","0 - None","","",1,232,7.01387101531029,2015-08-21 12:00:00,22.8,13,30,0,0,10.5,1
"173",921,"SNWR",2015-06-01,2015,6,1,15,"1637",30,"EPH","0 - No Wind","2 - 50 to 90% cover","0 - No rain","0","0","0","x","x","x","0 - None","0 - None","0 - None","?ыб 16 - Many","?ыб 16 - Many","?ыб 16 - Many","","",1,151,11.4264264062378,2015-06-01 16:00:00,20.6,7,30,0,0,0,1
"174",1046,"SNWR",2015-08-17,2015,8,17,15,"1137",30,"Mre","1 - Light Breeze","1 - 10 to 50% cover","0 - No rain","0","0","0","0","0","0","0 - None","0 - None","0 - None","0 - None","0 - None","0 - None","","Field on south end encroached by sumac.",1,228,5.82832828998566,2015-08-17 11:00:00,22.2,8,30,0,0,0,1
"175",1050,"SNWR",2015-08-21,2015,8,21,15,"1139",30,"Mre","1 - Light Breeze","3 - > 90% cover","0 - No rain","0","0","0","0","0","0","0 - None","0 - None","0 - None","0 - None","0 - None","0 - None","","",1,232,5.76387101531029,2015-08-21 11:00:00,21.7,11,30,0,0,0,1
"179",937,"SNWR",2015-06-18,2015,6,18,16,"1240",30,"EPH","1 - Light Breeze","1 - 10 to 50% cover","0 - No rain","0","0","0","x","x","x","0 - None","0 - None","0 - None","0 - None","0 - None","0 - None","","",1,168,7.7439908557468,2015-06-18 12:00:00,21.7,7,30,0,0,0,1
"180",1047,"SNWR",2015-08-17,2015,8,17,16,"1257",30,"Mre","1 - Light Breeze","2 - 50 to 90% cover","0 - No rain","0","0","0","0","0","0","0 - None","0 - None","0 - None","0 - None","0 - None","0 - None","","",1,228,7.14499495665232,2015-08-17 12:00:00,21.7,6,30,0,0,0,1
"181",962,"SNWR",2015-06-16,2015,6,16,17,"1203",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","x","x","x","0 - None","0 - None","0 - None","0 - None","?ыб 16 - Many","0 - None","","Puccoon at single location, small prairie opening",1,166,7.07916848580042,2015-06-16 12:00:00,19.4,5,30,0,0,0,1
"182",1025,"SNWR",2015-08-17,2015,8,17,17,"1442",30,"CES","1 - Light Breeze","2 - 50 to 90% cover","0 - No rain","0","0","0","0","0","0","0 - None","0 - None","0 - None","0 - None","0 - None","0 - None","","",1,228,8.84499495665232,2015-08-17 14:00:00,21.7,8,30,0,0,0,1
"183",963,"SNWR",2015-06-16,2015,6,16,18,"1338",30,"CES","1 - Light Breeze","1 - 10 to 50% cover","0 - No rain","0","0","0","x","x","x","0 - None","0 - None","0 - None","0 - None","0 - None","0 - None","","",1,166,8.69583515246709,2015-06-16 13:00:00,18.3,3,30,0,0,0,1
"184",1026,"SNWR",2015-08-17,2015,8,17,18,"1610",30,"CES","1 - Light Breeze","3 - > 90% cover","0 - No rain","0","0","0","0","0","0","0 - None","0 - None","0 - None","0 - None","0 - None","0 - None","","",1,228,10.2949949566523,2015-08-17 16:00:00,17.2,0,30,0,0,0,1
"185",961,"SNWR",2015-06-16,2015,6,16,19,"1107",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","x","x","x","0 - None","0 - None","0 - None","?ыб 16 - Many","?ыб 16 - Many","?ыб 16 - Many","","",1,166,6.12916848580043,2015-06-16 11:00:00,18.9,0,30,0,0,0,1
"186",1014,"SNWR",2015-08-13,2015,8,13,19,"1328",30,"CES","0 - No Wind","3 - > 90% cover","0 - No rain","1","0","0","0","0","0","?ыб 16 - Many","0 - None","0 - None","0 - None","0 - None","0 - None","","",1,224,7.74251064724392,2015-08-13 13:00:00,26.1,9,30,20,0,0,1
"187",1041,"SNWR",2015-08-26,2015,8,26,19,"1530",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","5","0","0","0","0","0","?ыб 16 - Many","1 to 5 - Few","0 - None","0 - None","0 - None","0 - None","","",1,237,9.49571295539538,2015-08-26 15:00:00,22.8,3,30,20,3,0,1
"188",969,"SNWR",2015-06-22,2015,6,22,20,"1515",30,"CES","2 - Moderate wind with gusts","1 - 10 to 50% cover","0 - No rain","0","0","0","x","x","x","0 - None","0 - None","0 - None","?ыб 16 - Many","0 - None","0 - None","","Small prairie patch near road, otherwise mesic woods",1,172,10.2493313066165,2015-06-22 15:00:00,25.6,20,30,0,0,0,1
"190",1079,"SNWR",2015-08-13,2015,8,13,20,"1540",30,"Jbed","0 - No Wind","3 - > 90% cover","0 - No rain","0","0","0","0","0","0","6 to 15 - Some","0 - None","0 - None","0 - None","0 - None","0 - None","","",2,224,9.95917731391059,2015-08-13 15:00:00,26.1,6,60,10.5,0,0,0
"191",1066,"SNWR",2015-09-15,2015,9,15,20,"1604",30,"EPH","2 - Moderate wind with gusts","0 - < 10% cover","0 - No rain","0","0","0","0","0","0","0 - None","0 - None","0 - None","0 - None","0 - None","0 - None","","",1,257,9.67391217211882,2015-09-15 16:00:00,28.3,21,30,0,0,0,1
"192",907,"SDSF",2015-05-21,2015,5,21,21,"1255",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","x","x","x","0 - None","0 - None","0 - None","0 - None","0 - None","0 - None","","",1,140,7.78525692224503,2015-05-21 12:00:00,20,11,30,0,0,0,1
"193",1018,"SDSF",2015-08-15,2015,8,15,21,"1021",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","0","0","0","1 to 5 - Few","0 - None","0 - None","0 - None","0 - None","0 - None","","",1,226,4.58546987169319,2015-08-15 10:00:00,28.3,10,30,3,0,0,1
"194",916,"SDSF",2015-05-28,2015,5,28,22,"1252",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","x","x","x","0 - None","0 - None","0 - None","?ыб 16 - Many","6 to 15 - Some","?ыб 16 - Many","","",1,147,7.76681940827105,2015-05-28 12:00:00,27.2,23,30,0,0,0,1
"195",985,"SDSF",2015-08-17,2015,8,17,22,"1538",30,"EPH","1 - Light Breeze","3 - > 90% cover","0 - No rain","0","0","0","0","0","0","1 to 5 - Few","1 to 5 - Few","0 - None","0 - None","0 - None","0 - None","","PICA not captured, juvenile that went down hole",1,228,9.71166162331899,2015-08-17 15:00:00,20.6,5,30,3,3,0,1
"196",1086,"SDSF",2015-08-21,2015,8,21,22,"1150",30,"CJ","1 - Light Breeze","3 - > 90% cover","0 - No rain","0","0","0","1","0","0","1 to 5 - Few","6 to 15 - Some","1 to 5 - Few","0 - None","0 - None","0 - None","","One HELE reported ",2,232,5.96387101531029,2015-08-21 11:00:00,21.7,11,60,3,10.5,3,0
"197",1039,"SDSF",2015-08-25,2015,8,25,22,"1625",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","0","0","0","6 to 15 - Some","6 to 15 - Some","0 - None","0 - None","0 - None","0 - None","","",1,236,10.3826743196117,2015-08-25 16:00:00,22.8,10,30,10.5,10.5,0,1
"198",920,"SDSF",2015-06-01,2015,6,1,23,"1456",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","1","0","0","x","x","x","0 - None","0 - None","0 - None","?ыб 16 - Many","6 to 15 - Some","0 - None","","CIPA at wypt 138",1,151,9.92642640623781,2015-06-01 14:00:00,19.4,14,30,0,0,0,1
"199",1080,"SDSF",2015-08-13,2015,8,13,23,"1341",30,"Jbed","0 - No Wind","2 - 50 to 90% cover","0 - No rain","0","0","0","0","0","0","0 - None","0 - None","0 - None","0 - None","0 - None","0 - None","","",2,224,7.95917731391059,2015-08-13 13:00:00,26.1,9,60,0,0,0,0
"200",1060,"SDSF",2015-09-02,2015,9,2,23,"1700",30,"EPH","1 - Light Breeze","0 - < 10% cover","0 - No rain","0","0","0","0","0","0","0 - None","0 - None","0 - None","0 - None","0 - None","0 - None","","",1,244,10.8038087807761,2015-09-02 16:00:00,24.4,6,30,0,0,0,1
"201",917,"SDSF",2015-05-28,2015,5,28,24,"1503",30,"CES","2 - Moderate wind with gusts","1 - 10 to 50% cover","0 - No rain","0","0","11","x","x","c","0 - None","0 - None","0 - None","1 to 5 - Few","?ыб 16 - Many","?ыб 16 - Many","","",1,147,9.96681940827105,2015-05-28 15:00:00,26.7,18,30,0,0,0,1
"202",979,"SDSF",2015-08-12,2015,8,12,24,"1628",30,"EPh","1 - Light Breeze","0 - < 10% cover","0 - No rain","2","0","0","0","0","0","0 - None","1 to 5 - Few","0 - None","0 - None","0 - None","0 - None","","CIPA @ WYPT 004",2,223,10.7793145173788,2015-08-12 16:00:00,28.9,17,60,0,3,0,1
"203",1072,"SDSF",2015-08-17,2015,8,17,24,"1349",30,"JB","1 - Light Breeze","1 - 10 to 50% cover","0 - No rain","0","0","0","0","0","0","0 - None","0 - None","0 - None","0 - None","0 - None","0 - None","","",2,228,8.02832828998566,2015-08-17 13:00:00,23.3,7,60,0,0,0,0
"204",1038,"SDSF",2015-08-25,2015,8,25,24,"1527",30,"CES","1 - Light Breeze","0 - < 10% cover","0 - No rain","2","3","0","0","0","0","?ыб 16 - Many","0 - None","0 - None","0 - None","0 - None","0 - None","","",1,236,9.46600765294499,2015-08-25 15:00:00,22.8,13,30,20,0,0,1
