"","plot","id.2014A","area.2014A","date.2014A","year.2014A","cipa_1.2014A","cipa_2.2014A","cipa_3.2014A","survey_effort.2014A","hr.rise.2014A","obs_skill.2014A","doy.2014A","HOURLYWindSpeed.2014A","HOURLYDRYBULBTEMPC.2014A","exclude.2014A","id.2014B","area.2014B","date.2014B","year.2014B","cipa_1.2014B","cipa_2.2014B","cipa_3.2014B","survey_effort.2014B","hr.rise.2014B","obs_skill.2014B","doy.2014B","HOURLYWindSpeed.2014B","HOURLYDRYBULBTEMPC.2014B","exclude.2014B","id.2015A","area.2015A","date.2015A","year.2015A","cipa_1.2015A","cipa_2.2015A","cipa_3.2015A","survey_effort.2015A","hr.rise.2015A","obs_skill.2015A","doy.2015A","HOURLYWindSpeed.2015A","HOURLYDRYBULBTEMPC.2015A","exclude.2015A","id.2015B","area.2015B","date.2015B","year.2015B","cipa_1.2015B","cipa_2.2015B","cipa_3.2015B","survey_effort.2015B","hr.rise.2015B","obs_skill.2015B","doy.2015B","HOURLYWindSpeed.2015B","HOURLYDRYBULBTEMPC.2015B","exclude.2015B","id.2015C","area.2015C","date.2015C","year.2015C","cipa_1.2015C","cipa_2.2015C","cipa_3.2015C","survey_effort.2015C","hr.rise.2015C","obs_skill.2015C","doy.2015C","HOURLYWindSpeed.2015C","HOURLYDRYBULBTEMPC.2015C","exclude.2015C","id.2015D","area.2015D","date.2015D","year.2015D","cipa_1.2015D","cipa_2.2015D","cipa_3.2015D","survey_effort.2015D","hr.rise.2015D","obs_skill.2015D","doy.2015D","HOURLYWindSpeed.2015D","HOURLYDRYBULBTEMPC.2015D","exclude.2015D","id.2015E","area.2015E","date.2015E","year.2015E","cipa_1.2015E","cipa_2.2015E","cipa_3.2015E","survey_effort.2015E","hr.rise.2015E","obs_skill.2015E","doy.2015E","HOURLYWindSpeed.2015E","HOURLYDRYBULBTEMPC.2015E","exclude.2015E","id.2015F","area.2015F","date.2015F","year.2015F","cipa_1.2015F","cipa_2.2015F","cipa_3.2015F","survey_effort.2015F","hr.rise.2015F","obs_skill.2015F","doy.2015F","HOURLYWindSpeed.2015F","HOURLYDRYBULBTEMPC.2015F","exclude.2015F","id.2016A","area.2016A","date.2016A","year.2016A","cipa_1.2016A","cipa_2.2016A","cipa_3.2016A","survey_effort.2016A","hr.rise.2016A","obs_skill.2016A","doy.2016A","HOURLYWindSpeed.2016A","HOURLYDRYBULBTEMPC.2016A","exclude.2016A","id.2016B","area.2016B","date.2016B","year.2016B","cipa_1.2016B","cipa_2.2016B","cipa_3.2016B","survey_effort.2016B","hr.rise.2016B","obs_skill.2016B","doy.2016B","HOURLYWindSpeed.2016B","HOURLYDRYBULBTEMPC.2016B","exclude.2016B","id.2016C","area.2016C","date.2016C","year.2016C","cipa_1.2016C","cipa_2.2016C","cipa_3.2016C","survey_effort.2016C","hr.rise.2016C","obs_skill.2016C","doy.2016C","HOURLYWindSpeed.2016C","HOURLYDRYBULBTEMPC.2016C","exclude.2016C","id.2016D","area.2016D","date.2016D","year.2016D","cipa_1.2016D","cipa_2.2016D","cipa_3.2016D","survey_effort.2016D","hr.rise.2016D","obs_skill.2016D","doy.2016D","HOURLYWindSpeed.2016D","HOURLYDRYBULBTEMPC.2016D","exclude.2016D"
"67",33,1089,"SDSF",2014-05-28,2014,"0","0","0",60,8.13644663287534,1,147,7,26.1,"F",851,"SDSF",2014-08-25,2014,"0","0","0",30,7.81109382761849,1,236,15,23.9,"F",974,"SDSF",2015-07-02,2015,"0","0","0",30,7.279132302271,1,182,3,23.9,"F",999,"SDSF",2015-08-11,2015,"0","0","0",30,4.34941131532192,1,222,7,23.9,"F",1076,"SDSF",2015-08-17,2015,"0","0","0",60,6.57832828998566,0,228,6,21.7,"F",986,"SDSF",2015-08-20,2015,"0","0","0",30,5.90083193143209,1,231,14,19.4,"T",1034,"SDSF",2015-08-25,2015,"0","0","0",30,4.88267431961166,1,236,13,17.2,"T",1058,"SDSF",2015-09-02,2015,"0","0","0",30,8.2204754474428,1,244,9,25,"T",1177,"SDSF",2016-08-22,2016,"0","0","0",30,5.81152494490147,1,234,16,23.9,"F",1230,"SDSF",2016-08-30,2016,"0","0","0",60,5.16590461558766,1,242,7,22.2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",34,784,"SDSF",2014-05-29,2014,"0","0","0",60,6.24796085596085,1,148,9,26.1,"F",873,"SDSF",2014-09-09,2014,"0","0","0",30,8.69055606239372,1,251,9,21,"F",956,"SDSF",2015-06-15,2015,"0","0","0",30,10.4457866591215,1,165,10,22.8,"F",988,"SDSF",2015-08-20,2015,"0","0","0",30,8.11749859809876,1,231,14,21.7,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1127,"SDSF",2016-06-07,2016,"0","0","0",30,6.49250450379319,1,158,9,18.9,"F",1232,"SDSF",2016-08-22,2016,"0","0","0",30,8.2448582782348,0,234,18,27.2,"F",1231,"SDSF",2016-08-25,2016,"0","0","0",30,8.18396615935696,0,237,11,20,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",35,785,"SDSF",2014-05-29,2014,"0","0","0",60,6.84796085596085,1,148,9,26.1,"F",874,"SDSF",2014-09-09,2014,"0","0","0",30,9.32388939572705,1,251,9,21,"F",899,"SDSF",2015-05-13,2015,"0","0","0",30,11.3901173953878,1,132,16,17.2,"F",1083,"SDSF",2015-08-13,2015,"0","0","0",60,7.64251064724392,0,224,9,26.1,"F",1071,"SDSF",2015-08-25,2015,"0","0","0",30,7.01600765294499,0,236,17,20,"F",1063,"SDSF",2015-09-15,2015,"0","0","0",30,7.42391217211882,1,257,21,26.7,"T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1119,"SDSF",2016-06-14,2016,"0","0","0",30,7.56229454060396,1,165,7,18.3,"F",1233,"SDSF",2016-08-17,2016,"0","0","0",30,11.8129715304242,0,229,3,27.8,"F",1234,"SDSF",2016-08-30,2016,"0","0","0",30,10.2325712822543,0,242,7,25,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",36,782,"SDSF",2014-05-29,2014,"0","0","0",60,4.89796085596085,1,148,6,21.7,"F",852,"SDSF",2014-08-25,2014,"0","0","0",30,8.71109382761849,1,236,15,23.9,"F",954,"SDSF",2015-06-15,2015,"0","0","0",30,9.07911999245485,1,165,13,23.3,"F",980,"SDSF",2015-08-12,2015,"0","0","0",60,11.8126478507121,1,223,14,28.3,"F",1067,"SDSF",2015-08-25,2015,"0","2","0",30,7.73267431961166,0,236,14,21.1,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1118,"SDSF",2016-06-14,2016,"0","0","0",30,6.67896120727062,1,165,7,17.8,"F",1236,"SDSF",2016-08-22,2016,"0","0","0",30,8.97819161156813,0,234,18,27.2,"F",1235,"SDSF",2016-08-25,2016,"0","0","0",30,8.7672994926903,0,237,11,20,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",37,783,"SDSF",2014-05-29,2014,"0","0","0",60,5.51462752262751,1,148,8,24.4,"F",872,"SDSF",2014-09-09,2014,"0","0","0",30,7.89055606239372,1,251,9,21,"F",955,"SDSF",2015-06-15,2015,"0","0","0",30,9.69578665912151,1,165,13,23.3,"F",1082,"SDSF",2015-08-13,2015,"0","0","0",60,8.42584398057726,0,224,8,26.1,"F",1068,"SDSF",2015-08-25,2015,"0","0","0",30,8.29934098627832,0,236,11,21.7,"F",1064,"SDSF",2015-09-15,2015,"0","0","0",30,8.04057883878549,1,257,20,27.8,"T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1113,"SDSF",2016-06-07,2016,"0","0","0",30,7.44250450379319,1,158,6,18.9,"F",1237,"SDSF",2016-08-23,2016,"0","0","0",30,7.99122552507453,0,235,15,27.8,"F",1238,"SDSF",2016-08-31,2016,"0","0","0",30,5.46231124016974,0,243,7,22.8,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",38,809,"SDSF",2014-06-26,2014,"1","1","1",30,9.10997030251556,1,176,11,27.2,"F",857,"SDSF",2014-08-26,2014,"0","0","0",30,5.40746573077308,1,237,8,19.4,"F",914,"SDSF",2015-05-27,2015,"0","3","2",30,13.154549650285,1,146,3,26.7,"F",1044,"SDSF",2015-08-14,2015,"0","0","0",30,11.2723385109504,1,225,6,31.7,"F",1035,"SDSF",2015-08-25,2015,"0","3","3",30,6.19934098627832,1,236,17,20,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1148,"SDSF",2016-05-21,2016,"1","3","0",30,9.38052528070079,1,141,6,25,"F",1180,"SDSF",2016-08-22,2016,"2","12","2",30,10.6281916115681,1,234,21,27.8,"F",1239,"SDSF",2016-09-01,2016,"0","1","3",30,7.82539074805048,0,244,5,22.2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",39,812,"SDSF",2014-06-26,2014,"0","0","0",30,8.19330363584889,1,176,11,26.7,"F",881,"SDSF",2014-09-17,2014,"0","0","0",30,8.79500418199433,1,259,0,24.4,"F",919,"SDSF",2015-06-01,2015,"0","0","0",30,8.89309307290448,1,151,11,18.9,"F",1073,"SDSF",2015-08-17,2015,"0","0","0",60,7.42832828998566,0,228,7,23.3,"F",1070,"SDSF",2015-08-25,2015,"0","0","0",30,9.88267431961166,0,236,13,22.8,"F",1062,"SDSF",2015-09-15,2015,"0","0","0",30,6.62391217211882,1,257,21,26.7,"T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1131,"SDSF",2016-06-12,2016,"0","0","0",30,8.47658954275979,1,163,16,25.6,"F",1240,"SDSF",2016-08-17,2016,"0","0","0",30,10.6629715304242,0,229,0,27.8,"F",1241,"SDSF",2016-08-31,2016,"0","0","0",30,9.74564457350307,0,243,6,25,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",40,787,"SDSF",2014-06-03,2014,"0","0","0",60,12.529513934652,1,153,6,22.8,"F",883,"SDSF",2014-09-23,2014,"0","0","0",30,7.73912656300598,1,265,14,23.3,"F",953,"SDSF",2015-06-10,2015,"0","0","0",30,9.53573236962159,1,160,9,25,"F",1042,"SDSF",2015-08-14,2015,"0","0","0",30,6.88900517761707,1,225,6,30,"F",1069,"SDSF",2015-08-25,2015,"0","0","0",30,9.44934098627832,0,236,13,22.8,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1132,"SDSF",2016-06-12,2016,"0","0","0",30,9.54325620942646,1,163,13,25,"F",1242,"SDSF",2016-08-26,2016,"0","0","0",30,7.53034227715598,0,238,5,21.1,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",41,777,"SDSF",2014-05-28,2014,"0","0","0",60,8.98644663287534,1,147,6,26.7,"F",871,"SDSF",2014-09-09,2014,"0","0","0",30,5.84055606239372,1,251,9,21,"F",950,"SDSF",2015-06-09,2015,"0","0","0",30,12.4317507001426,1,159,5,32.2,"F",987,"SDSF",2015-08-20,2015,"0","0","0",30,7.00083193143209,1,231,11,20.6,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1123,"SDSF",2016-06-17,2016,"0","0","0",30,4.69430360178153,1,168,17,23.3,"F",1243,"SDSF",2016-08-23,2016,"0","0","0",30,10.0578921917412,0,235,14,27.2,"F",1271,"SDSF",2016-09-02,2016,"0","0","0",30,8.2884759851959,1,245,15,22.8,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",42,827,"SDSF",2014-07-08,2014,"0","0","0",30,10.9251653894451,1,188,10,22.8,"F",844,"SDSF",2014-08-19,2014,"0","0","0",30,6.63288162006272,1,230,8,25.6,"F",945,"SDSF",2015-06-08,2015,"0","0","2",30,11.3937788458665,1,158,14,26.1,"F",1004,"SDSF",2015-08-11,2015,"0","1","0",30,9.91607798198859,1,222,6,26.7,"F",991,"SDSF",2015-08-21,2015,"0","11","0",60,7.88053768197695,1,232,14,23.9,"F",1031,"SDSF",2015-08-21,2015,"1","6","0",30,9.51387101531029,1,232,11,24.4,"T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1244,"SDSF",2016-08-26,2016,"0","0","0",30,4.41367561048932,0,238,5,20,"F",1245,"SDSF",2016-08-31,2016,"0","0","0",30,3.66231124016974,0,243,0,20,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",43,828,"SDSF",2014-07-08,2014,"0","0","0",30,11.5918320561118,1,188,10,22.8,"F",845,"SDSF",2014-08-19,2014,"0","0","0",30,7.63288162006272,1,230,9,26.1,"F",946,"SDSF",2015-06-08,2015,"0","0","0",30,12.1271121791999,1,158,9,26.1,"F",1005,"SDSF",2015-08-11,2015,"0","0","0",30,9.54941131532192,1,222,6,26.7,"F",1087,"SDSF",2015-08-21,2015,"1","0","0",60,8.08053768197695,0,232,14,23.9,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1246,"SDSF",2016-08-22,2016,"0","0","0",30,6.57819161156813,0,234,22,25,"F",1270,"SDSF",2016-09-02,2016,"0","0","0",30,6.85514265186257,1,245,17,21.1,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",45,804,"SDSF",2014-06-18,2014,"9","0","9",60,9.41033352216085,1,168,11,24.4,"F",853,"SDSF",2014-08-25,2014,"0","0","0",30,9.62776049428516,1,236,16,24.4,"F",913,"SDSF",2015-05-27,2015,"0","0","0",30,7.78788298361831,1,146,3,25,"F",1015,"SDSF",2015-08-13,2015,"1","0","0",30,9.05917731391059,1,224,8,26.1,"F",993,"SDSF",2015-08-25,2015,"0","1","0",60,5.43267431961165,1,236,13,18.9,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1101,"SDSF",2016-05-18,2016,"0","0","0",30,9.51454703013102,1,138,3,19.4,"F",1168,"SDSF",2016-08-22,2016,"0","2","10",30,7.97819161156813,1,234,18,26.7,"F",1194,"SDSF",2016-08-26,2016,"1","6","2",30,8.24700894382265,1,238,6,22.2,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",46,803,"SDSF",2014-06-18,2014,"17","10","1",60,8.74366685549418,1,168,14,23.9,"F",854,"SDSF",2014-08-25,2014,"0","0","0",30,10.3277604942852,1,236,14,23.9,"F",912,"SDSF",2015-05-27,2015,"6","0","0",30,7.08788298361831,1,146,3,25,"F",1055,"SDSF",2015-09-01,2015,"1","0","0",30,9.15739530444145,1,243,7,28.3,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1102,"SDSF",2016-05-18,2016,"0","0","0",30,10.0812136967977,1,138,6,19.4,"F",1261,"SDSF",2016-08-30,2016,"0","0","0",30,11.699237948921,1,242,5,25,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",47,823,"SDSF",2014-07-03,2014,"3","3","0",30,10.4666347062588,1,183,3,26.1,"F",868,"SDSF",2014-09-09,2014,"1","0","0",30,8.10722272906039,1,251,9,21,"F",901,"SDSF",2015-05-20,2015,"0","0","0",30,6.3522824201319,1,139,7,12.2,"F",941,"SDSF",2015-06-24,2015,"2","1","1",30,12.2232782486412,1,174,7,25.6,"F",1084,"SDSF",2015-08-13,2015,"2","7","0",60,9.75917731391059,0,224,6,26.1,"F",1065,"SDSF",2015-09-15,2015,"0","0","0",30,8.99057883878549,1,257,20,28.3,"T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1126,"SDSF",2016-05-18,2016,"0","3","1",30,7.74788036346436,1,138,13,18.3,"F",1247,"SDSF",2016-08-23,2016,"0","0","0",30,10.2745588584079,0,235,13,26.7,"F",1248,"SDSF",2016-08-31,2016,"0","0","0",30,4.5789779068364,0,243,3,21.7,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",48,822,"SDSF",2014-07-03,2014,"0","0","0",30,9.69996803959211,1,183,8,25.6,"F",865,"SDSF",2014-09-08,2014,"0","0","0",30,8.14412725276417,1,250,16,23.3,"F",967,"SDSF",2015-06-22,2015,"0","0","0",30,9.5326646399498,1,172,17,26.7,"F",968,"SDSF",2015-08-13,2015,"0","0","0",30,9.97584398057726,1,224,6,26.1,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1249,"SDSF",2016-08-22,2016,"0","0","0",30,11.4115249449015,0,234,15,27.2,"F",1250,"SDSF",2016-08-30,2016,"0","0","0",30,12.1659046155877,0,242,5,23.9,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",49,814,"SDSF",2014-06-23,2014,"0","0","0",30,9.92719144814544,1,173,8,26.1,"F",884,"SDSF",2014-09-23,2014,"0","0","0",30,8.98912656300598,1,265,14,23.9,"F",902,"SDSF",2015-05-20,2015,"0","0","0",30,7.63561575346523,1,139,8,12.8,"F",1016,"SDSF",2015-08-13,2015,"0","0","0",30,10.4258439805773,1,224,5,25.6,"F",1030,"SDSF",2015-08-21,2015,"0","0","0",30,8.19720434864362,1,232,15,24.4,"F",1056,"SDSF",2015-09-01,2015,"0","0","0",30,10.1907286377748,1,243,6,27.8,"T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1114,"SDSF",2016-06-07,2016,"0","0","0",30,8.25917117045985,1,158,7,19.4,"F",1251,"SDSF",2016-08-23,2016,"0","0","0",30,6.4578921917412,0,235,16,26.1,"F",1187,"SDSF",2016-08-24,2016,"0","0","0",30,5.88759431660175,1,236,13,25.6,"F",1200,"SDSF",2016-09-03,2016,"0","0","0",30,9.13489959147241,1,246,20,23.3,"T"
"102",50,816,"SDSF",2014-06-23,2014,"0","0","0",30,11.4771914481454,1,173,10,26.1,"F",886,"SDSF",2014-09-23,2014,"0","0","0",30,10.4557932296726,1,265,10,21.7,"F",936,"SDSF",2015-06-18,2015,"0","0","0",30,6.66065752241347,1,168,9,20,"F",1021,"SDSF",2015-08-15,2015,"0","0","0",30,8.35213653835985,1,226,14,30.6,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1116,"SDSF",2016-06-13,2016,"0","0","0",30,6.91143591827816,1,164,5,18.9,"F",1253,"SDSF",2016-08-23,2016,"0","0","0",30,6.39122552507454,0,235,16,26.1,"F",1252,"SDSF",2016-08-24,2016,"0","0","0",30,9.57092764993509,0,236,11,24.4,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",51,815,"SDSF",2014-06-23,2014,"0","0","0",30,10.7271914481454,1,173,8,27.2,"F",885,"SDSF",2014-09-23,2014,"0","0","0",30,9.70579322967264,1,265,15,22.8,"F",923,"SDSF",2015-06-08,2015,"0","0","0",30,11.0437788458665,1,158,10,26.1,"F",1045,"SDSF",2015-08-14,2015,"0","0","0",30,12.6056718442837,1,225,6,30.6,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1117,"SDSF",2016-06-13,2016,"0","0","0",30,7.6947692516115,1,164,7,20,"F",1254,"SDSF",2016-08-22,2016,"0","0","0",30,10.3448582782348,0,234,21,27.8,"F",1255,"SDSF",2016-08-30,2016,"0","0","0",30,11.249237948921,0,242,5,25,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",52,807,"SDSF",2014-06-18,2014,"0","0","0",60,12.2770001888275,1,168,8,24.4,"F",892,"SDSF",2014-09-25,2014,"0","0","0",30,9.01466058492661,1,267,10,26.7,"F",949,"SDSF",2015-06-09,2015,"0","0","0",30,7.73175070014265,1,159,5,28.3,"F",1007,"SDSF",2015-08-12,2015,"0","0","0",30,8.14598118404547,1,223,14,28.3,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1124,"SDSF",2016-06-22,2016,"0","0","0",30,5.64601694385211,1,173,7,25.6,"F",1188,"SDSF",2016-08-24,2016,"0","0","0",30,6.97092764993509,1,236,14,26.1,"F",1265,"SDSF",2016-09-01,2016,"0","0","0",30,8.87539074805048,1,244,6,22.8,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",53,834,"SDSF",2014-07-15,2014,"0","7","7",30,8.07589785748058,1,195,11,22.2,"F",863,"SDSF",2014-09-08,2014,"0","0","0",30,6.17746058609751,1,250,16,23.3,"F",965,"SDSF",2015-06-18,2015,"4","1","0",30,8.92732418908013,1,168,5,22.2,"F",1009,"SDSF",2015-08-12,2015,"1","0","0",30,10.3126478507121,1,223,17,28.9,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1133,"SDSF",2016-06-15,2016,"0","0","0",30,9.74583439389865,1,166,17,22.2,"F",1178,"SDSF",2016-08-22,2016,"20","11","4",30,8.06152494490147,1,234,18,26.7,"F",1264,"SDSF",2016-09-01,2016,"0","0","0",30,7.90872408138381,1,244,6,22.8,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",54,806,"SDSF",2014-06-18,2014,"9","0","5",60,11.3436668554942,1,168,15,25.6,"F",859,"SDSF",2014-08-26,2014,"1","0","0",30,7.57413239743974,1,237,7,22.2,"F",948,"SDSF",2015-06-09,2015,"0","5","0",30,6.83175070014265,1,159,6,28.3,"F",1006,"SDSF",2015-08-12,2015,"1","0","0",30,7.37931451737881,1,223,14,28.3,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1156,"SDSF",2016-06-08,2016,"0","0","0",30,8.21396900170379,1,159,8,22.8,"F",1166,"SDSF",2016-08-17,2016,"0","0","0",30,12.6963048637576,1,229,5,27.2,"F",1256,"SDSF",2016-08-23,2016,"0","0","0",30,5.44122552507454,0,235,16,25,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",55,794,"SDSF",2014-06-10,2014,"5","27","36",60,10.8200090105004,1,160,7,24.4,"F",793,"SDSF",2014-08-19,2014,"0","0","1",30,8.69954828672939,1,230,11,26.7,"F",947,"SDSF",2015-06-09,2015,"1","6","8",30,5.48175070014265,1,159,0,27.8,"F",1008,"SDSF",2015-08-12,2015,"5","2","2",30,9.16264785071214,1,223,11,28.3,"F",1032,"SDSF",2015-08-24,2015,"0","1","1",30,7.85297239071793,1,235,22,17.8,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1157,"SDSF",2016-06-08,2016,"0","0","0",30,9.03063566837046,1,159,8,22.8,"F",1174,"SDSF",2016-08-21,2016,"10","12","8",30,8.43182411087884,1,233,9,22.2,"F",1195,"SDSF",2016-08-26,2016,"4","13","1",30,9.93034227715598,1,238,7,21.7,"F",1196,"SDSF",2016-09-03,2016,"0","3","0",30,5.08489959147241,1,246,15,21.1,"T"
